;OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;Address;City;State;ZipCode;TaxParcelIdentificationNumber;CouncilDistrictCode;Neighborhood;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);DefaultData;ComplianceStatus;TotalGHGEmissions;GHGEmissionsIntensity
2352;25356;2016;Multifamily LR (1-4);Low-Rise Multifamily;One Sixty Lee Street Condominium;160 Lee St;Seattle;WA;98109;6391450000;7;MAGNOLIA / QUEEN ANNE;47.63132;-122.35421;1988;1;3;22392;0;22392;Multifamily Housing, Parking;Multifamily Housing;22392;97;20.89999962;20.89999962;65.80000305;65.80000305;468973.5938;2.56942408;0;137448.2969;468974;0;0;FALSE;Compliant;3.27;0.15
2353;25358;2016;Multifamily LR (1-4);Low-Rise Multifamily;One West Condominiums;5000 California Ave SW;Seattle;WA;98116;6391900000;1;SOUTHWEST;47.55728;-122.38646;1984;1;4;26261;0;26261;Multifamily Housing;Multifamily Housing;26261;100;7.599999905;8.300000191;23.89999962;25.89999962;200056.5938;2.508525758;0;58633.19922;200056;0;0;FALSE;Non-Compliant;1.39;0.05
2354;25360;2016;Multifamily LR (1-4);Low-Rise Multifamily;Wedgewood Estates;3716 NE 75th St;Seattle;WA;98115;6392001040;4;NORTHEAST;47.6836;-122.28746;1948;4;2;233540;0;233540;Multifamily Housing, Parking, Swimming Pool;Multifamily Housing;166885;64;38.79999924;41.90000153;101.5999985;110.4000015;6481807.5;2.757500622;0;1422927.625;4855029;16267.7793;1626778;FALSE;Compliant;120.24;0.51
2355;25361;2016;SPS-District K-12;K-12 School;Decatur Building;7711 43rd Ave. N.E.;Seattle;WA;98115;6392002430;4;NORTHEAST;47.68503;-122.28267;1961;1;1;43578;0;43578;K-12 School;K-12 School;45370;83;31.70000076;31.70000076;84.90000153;84.90000153;1436773.875;2.651685176;0;328289.5;1120124;3166.5;316650;TRUE;Error - Correct Default Data;24.63;0.57
2358;25368;2016;Multifamily HR (10+);High-Rise Multifamily;The Vine Building HOA;2607 Western Ave;Seattle;WA;98121;8946350000;7;DOWNTOWN;47.61477;-122.35129;2002;1;12;205779;0;205779;Multifamily Housing, Parking, Retail Store;Multifamily Housing;160722;50;58.09999847;62.29999924;124;129.3999939;9686734;2.782200487;0;1470057.625;5015837;46708.96875;4670897;FALSE;Compliant;283.04;1.38
2359;25371;2016;NonResidential;K-12 School;Epiphany School;1802 36TH AVE;Seattle;WA;98122;9103000660;3;CENTRAL;47.61791;-122.28594;2009;4;2;28500;0;28500;K-12 School;K-12 School;31100;92;37.40000153;41.79999924;87.5;94.69999695;1162561.125;2.644646218;0;210289.2969;717507;4450.540039;445054;FALSE;Compliant;28.64;1
2360;25386;2016;Multifamily LR (1-4);Low-Rise Multifamily;Eagle Court;2121 E Jefferson Street;Seattle;WA;98122;9126100905;3;CENTRAL;47.60583;-122.30421;1968;0;3;29581;0;29581;Multifamily Housing, Parking;Multifamily Housing;24882;85;34.90000153;37.59999847;81.69999695;89;869100.875;2.620941537;0;157013.0938;535729;3333.720215;333372;FALSE;Compliant;21.44;0.72
2361;25401;2016;Multifamily LR (1-4);Low-Rise Multifamily;North Roosevelt Apartments;7101 Roosevelt Way NE;Seattle;WA;98115;9137101240;4;NORTHEAST;47.68037;-122.31785;1968;1;4;24288;0;24288;Multifamily Housing;Multifamily Housing;24288;62;26.89999962;28.70000076;84.40000153;90.09999847;652989.8125;2.599332787;0;191380.2969;652990;0;0;FALSE;Compliant;4.55;0.19
2362;25407;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Market Court, a Condomium;2030 Western Ave;Seattle;WA;98121;5160450000;7;DOWNTOWN;47.61123;-122.34446;1989;1;7;87645;0;87645;Multifamily Housing, Parking, Retail Store;Multifamily Housing;60501;95;30.29999924;30.70000076;79.59999847;80;2184156.5;2.681506164;0;482449.0938;1646116;5380.400391;538040;FALSE;Compliant;40.05;0.46
2363;25410;2016;Multifamily HR (10+);High-Rise Multifamily;Market Place North;2021 1st Ave;Seattle;WA;98121;5160650000;7;DOWNTOWN;47.61124;-122.34339;1982;1;21;185506;0;185506;Multifamily Housing, Retail Store;Multifamily Housing;125212;1;83.19999695;85.19999695;251.8000031;257.8999939;11224871;2.788566189;0;3111202.25;10615422;6094.479492;609448;FALSE;Compliant;106.37;0.57
2365;25414;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Marq Condominium;103 Bellevue Ave E;Seattle;WA;98102;5165000000;3;EAST;47.61875;-122.32703;2003;1;6;39090;919;38171;Multifamily Housing, Parking;Multifamily Housing;34584;28;41.20000076;42.5;129.1999969;133.3999939;1423438.5;2.65326754;0;417185.9063;1423438;0;0;FALSE;Compliant;9.92;0.25
2366;25416;2016;Multifamily MR (5-9);Mid-Rise Multifamily;MARSELLE;699 John St;Seattle;WA;98109;5165500000;7;LAKE UNION;47.61933;-122.34413;2009;1;7;138125;0;138125;Multifamily Housing;Multifamily Housing;114972;93;23.20000076;23.5;72.80000305;73.90000153;2664502.5;2.695388285;0;780921;2664502;0;0;FALSE;Compliant;18.58;0.13
2367;25418;2016;Multifamily LR (1-4);Low-Rise Multifamily;Parkside;620 19th Ave E;Seattle;WA;98112;5191100005;3;Central;47.62493;-122.307;1907;1;2;20736;0;20736;Multifamily Housing, Other;Multifamily Housing;19200;86;21.5;23.60000038;67.40000153;74;445943.8125;2.572698918;0;130698.6016;445944;0;0;FALSE;Compliant;3.11;0.15
2369;25425;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Matae Belltown Owners Association;159 Denny Way;Seattle;WA;98109;5201700000;7;DOWNTOWN;47.61837;-122.35363;2005;1;6;79644;0;79644;Multifamily Housing;Multifamily Housing;79644;55;26.79999924;27.79999924;84;87.40000153;2131817;2.681826096;0;624799.6875;2131817;0;0;FALSE;Compliant;14.86;0.19
2370;25426;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Velo Apartments;301 E Roy St;Seattle;WA;98102;5217200000;3;EAST;47.62487;-122.32768;1966;1;6;46351;0;46351;Multifamily Housing;Multifamily Housing;40597;76;26.39999962;27.70000076;82.80000305;86.90000153;1071103.75;2.634173472;0;313922.5;1071104;0;0;FALSE;Compliant;7.47;0.16
2371;25427;2016;Multifamily LR (1-4);Low-Rise Multifamily;Max Apartments;8520 EVANSTON AVE N;Seattle;WA;98103;5217500000;6;NORTHWEST;47.69125;-122.35104;1998;1;4;36666;6492;30174;Multifamily Housing, Parking;Multifamily Housing;30174;65;28.60000038;29.70000076;89.80000305;93.30000305;862945.125;2.617866353;0;252914.7031;862945;0;0;FALSE;Compliant;6.02;0.16
2372;25428;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Maxwell Condominiums;700 E. Denny Way;Seattle;WA;98122;5218000000;3;EAST;47.6189;-122.32318;2000;1;5;44520;0;44520;Multifamily Housing;Multifamily Housing;44520;52;28.60000038;29.29999924;89.90000153;92;1275258;2.644808917;0;373756.6875;1275258;0;0;FALSE;Compliant;8.89;0.2
2373;25432;2016;Multifamily LR (1-4);Low-Rise Multifamily;Dolphin Apartments;1415 NE Ravenna Blvd;Seattle;WA;98105;5226300045;4;NORTHEAST;47.67069;-122.31239;1960;1;4;20884;0;20884;Multifamily Housing;Multifamily Housing;24696;58;32.90000153;35.20000076;103.4000015;110.6999969;813152.625;2.615697081;0;238321.4063;813153;0;0;FALSE;Compliant;5.67;0.27
2374;25433;2016;Multifamily LR (1-4);Low-Rise Multifamily;University Park;5644 University Way NE # 500;Seattle;WA;98105;5226300065;4;NORTHEAST;47.67058;-122.31275;1978;1;4;31900;0;31900;Multifamily Housing;Multifamily Housing;27267;79;29.10000038;31.20000076;91.5;98;794715.6875;2.614049357;0;232917.7969;794716;0;0;FALSE;Compliant;5.54;0.17
2375;25435;2016;Multifamily LR (1-4);Low-Rise Multifamily;Daystar Retirement Village;2615 SW Barton Street;Seattle;WA;98126;6882300020;1;DELRIDGE;47.51996;-122.36712;1990;1;2;89549;0;89549;Multifamily Housing;Multifamily Housing;89549;31;40.09999847;42.40000153;105.1999969;111.0999985;3591653;2.717925621;0;792125;2702730;8889.219727;888922;FALSE;Compliant;66.05;0.74
2376;25436;2016;Multifamily LR (1-4);Low-Rise Multifamily;Westwood Heights East;9400 27th Ave SW;Seattle;WA;98126;6882500035;1;DELRIDGE;47.51789;-122.36689;1997;2;3;36260;0;36260;Multifamily Housing;Multifamily Housing;36260;68;29.79999924;30.79999924;93.69999695;96.69999695;1081985;2.633713511;0;317111.5938;1081985;0;0;FALSE;Compliant;7.54;0.21
2377;25438;2016;Multifamily LR (1-4);Low-Rise Multifamily;1317 6th Ave N Apartments;1317 6th Ave N;Seattle;WA;98109;6889900015;7;MAGNOLIA / QUEEN ANNE;47.63107;-122.3454;1989;1;4;29280;0;29280;Multifamily Housing, Parking;Multifamily Housing;24696;94;31.60000038;33.20000076;69.80000305;73;781217.875;2.611253337;0;126549.7969;431788;3494.300049;349430;FALSE;Compliant;21.57;0.74
2378;25447;2016;Multifamily MR (5-9);Mid-Rise Multifamily;The Press;1610 BELMONT AVE;Seattle;WA;98122;6891500000;3;EAST;47.6156;-122.32415;2001;1;6;119486;0;119486;Multifamily Housing;Multifamily Housing;119486;96;21.70000076;22.70000076;68.09999847;71.30000305;2591768;2.695589495;0;759603.6875;2591768;0;0;FALSE;Compliant;18.07;0.15
2383;25462;2016;NonResidential;Small- and Mid-Sized Office;1848 Building;1848 Westlake Avenue North;Seattle;WA;98109;4088803945;7;LAKE UNION;47.63614;-122.33982;1949;1;3;23355;0;23355;Office;Office;21915;77;38.40000153;38.40000153;120.4000015;120.4000015;840549.375;2.613139413;0;246350.9063;840549;0;0;FALSE;Compliant;5.86;0.25
2384;25464;2016;NonResidential;Small- and Mid-Sized Office;Waterworks Offices + Marina;1818 Westlake Ave N;Seattle;WA;98109;4088803975;7;MAGNOLIA / QUEEN ANNE;47.63575;-122.33895;1965;1;4;30840;0;30840;Office, Restaurant;Office;29255;30;116.4000015;126.1999969;251.6000061;261.8999939;3542708.5;2.718727993;0;552255;1884294;16584.14063;1658414;FALSE;Compliant;101.21;3.28
2386;25474;2016;Multifamily LR (1-4);Low-Rise Multifamily;Varsity I;2300 NE 65th Street;Seattle;WA;98115;7169200125;4;NORTHEAST;47.67594;-122.30247;2003;1;4;30315;0;30315;Multifamily Housing, Other - Recreation, Parking, Restaurant;Multifamily Housing;18823;3;53.40000153;55.09999847;167.6999969;173.1999969;1128060.75;2.63677303;0;330615.6875;1128061;0;0;FALSE;Compliant;7.86;0.26
2387;25475;2016;Multifamily LR (1-4);Low-Rise Multifamily;Varsity II;2316 NE 65th Street;Seattle;WA;98115;7169200230;4;NORTHEAST;47.67598;-122.30201;2005;1;4;30918;0;30918;Multifamily Housing, Parking, Restaurant;Multifamily Housing;17322;29;42.59999847;44.29999924;133.8000031;139.1000061;844000.3125;2.616302405;0;247362.2969;844000;0;0;FALSE;Compliant;5.88;0.19
2389;25490;2016;Multifamily LR (1-4);Senior Care Community;Ida Culver House Ravenna;2315 NE 65th St.;Seattle;WA;98115;7173700480;4;NORTHEAST;47.67557;-122.30214;1949;1;3;99941;0;99941;Senior Care Community;Senior Care Community;90383;83;64.90000153;68.30000305;124.8000031;130.8000031;5867616;2.749602028;0;718027.375;2449909;34177.0625;3417706;FALSE;Compliant;198.59;1.99
2390;25491;2016;Multifamily LR (1-4);Low-Rise Multifamily;Saxe;2402 NE 6th st;Seattle;WA;98115;7173700650;4;NORTHEAST;47.67604;-122.30141;2005;1;4;46137;0;46137;Multifamily Housing, Parking;Multifamily Housing;33869;93;32.29999924;34.5;73.09999847;77.19999695;1093836.75;2.637012812;0;185912.2969;634333;4595.040039;459504;FALSE;Compliant;28.83;0.62
2392;25513;2016;NonResidential;Worship Facility;St. Therese Parish;3416 E. Marion;Seattle;WA;98122;9184700280;3;CENTRAL;47.61118;-122.288;1900;1;1;21850;0;21850;Worship Facility;Worship Facility;21850;100;14.5;16.5;23.10000038;26;317794.4063;2.548957192;0;24049.30078;82056;2357.380127;235738;FALSE;Compliant;13.09;0.6
2393;25514;2016;Multifamily HR (10+);High-Rise Multifamily;Washington Park Tower;1620 43rd Avenue E;Seattle;WA;98112;9186700000;3;EAST;47.63383;-122.27624;1969;1;23;146102;0;146102;Multifamily Housing;Multifamily Housing;93651;7;55.90000153;59.40000153;140;150.8000031;5235161.5;2.74282527;0;1067268.75;3641521;15936.40039;1593640;FALSE;Compliant;110.02;0.75
2395;25524;2016;Multifamily LR (1-4);Low-Rise Multifamily;WATERFORD NORTH CONDOMINIUM;411 N 90TH ST;Seattle;WA;98103;9195300000;5;NORTHWEST;47.694;-122.35348;1987;1;4;36538;0;36538;Multifamily Housing;Multifamily Housing;38686;69;26.20000076;27.60000038;82.40000153;86.59999847;1015106.875;2.630466274;0;297510.8125;1015107;0;0;FALSE;Compliant;7.08;0.19
2396;25526;2016;Multifamily MR (5-9);Mid-Rise Multifamily;THE WATERFRONT CONDO HOA;1170 ALKI AVE SW;Seattle;WA;98116;9195800000;1;SOUTHWEST;47.59454;-122.38774;1996;1;6;43222;0;43222;Multifamily Housing;Multifamily Housing;43222;96;19.20000076;19.89999962;60.29999924;62.29999924;829801;2.614653017;0;243200.7031;829801;0;0;FALSE;Compliant;5.78;0.13
2397;25527;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Waterfront Landings;1900, 1950 and 2000 Alaskan Way;Seattle;WA;98121;9195870000;7;DOWNTOWN;47.61005;-122.34561;1997;3;5;301229;0;301229;Multifamily Housing;Multifamily Housing;301229;83;29.79999924;30.39999962;83.69999695;85.59999847;8976533;2.774482137;0;2213914;7553875;14226.58008;1422658;FALSE;Compliant;128.22;0.43
2399;25529;2016;Multifamily HR (10+);High-Rise Multifamily;University Plaza Condominium;4540 8th Ave NE;Seattle;WA;98105;8825300000;4;NORTHEAST;47.66289;-122.31882;1974;1;23;169565;0;169565;Multifamily Housing, Parking, Swimming Pool;Multifamily Housing;134565;7;54.40000153;58.90000153;148.5;161.6000061;7325166;2.765370586;0;1723993.625;5882266;14428.99023;1442899;FALSE;Compliant;117.64;0.69
2400;25530;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Water's Edge;9530 Rainier Ave S;Seattle;WA;98118;9197580000;2;SOUTHEAST;47.52058;-122.26028;1964;1;5;20967;0;20967;Multifamily Housing;Multifamily Housing;20967;89;23.20000076;24.39999962;72.90000153;76.80000305;487015.4063;2.576209949;0;142736;487015;0;0;FALSE;Compliant;3.4;0.16
2401;25531;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Waterside;1550 Alki Ave SW;Seattle;WA;98103;9197900000;1;SOUTHWEST;47.58946;-122.39376;1994;1;6;44188;0;44188;Multifamily Housing;Multifamily Housing;44188;97;30.10000038;31.89999962;69.69999695;72.30000305;1329696.75;2.650280356;0;235807.0938;804574;5251.22998;525123;FALSE;Compliant;33.5;0.76
2403;25540;2016;NonResidential;Hotel;Pioneer Square Hotel;77 Yesler Way;Seattle;WA;98104;5247800005;7;DOWNTOWN;47.60154;-122.3352;1914;1;4;45500;0;45500;Hotel;Hotel;45500;77;61.5;64.5;116.9000015;121.3000031;2799595;2.700823676;941139.6875;313468;1069553;7889.02002;788902;FALSE;Compliant;122;2.68
2405;25542;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Terry Denny Building/Northern Hotel;111 1st Ave South;Seattle;WA;98104;5247800041;7;DOWNTOWN;47.60128;-122.33456;1900;0;6;78779;0;78779;Multifamily Housing, Parking;Multifamily Housing;78779;72;23.89999962;25.10000038;58.20000076;61.29999924;1883132;2.673885657;0;365190.8125;1246031;6371.009766;637101;FALSE;Compliant;42.52;0.54
2408;25547;2016;Multifamily MR (5-9);Mid-Rise Multifamily;OK Hotel;212 Alaskan Way S;Seattle;WA;98104;5247800090;7;DOWNTOWN;47.60038;-122.33517;1914;1;5;42534;0;42534;Multifamily Housing, Parking;Multifamily Housing;25341;84;69.59999847;72.30000305;138.5;141.3000031;1764409.5;2.668686397;0;232476.7031;793211;9711.990234;971199;FALSE;Compliant;57.11;1.34
2410;25553;2016;NonResidential;Hotel;J & M HOTEL BUILDING (ID25553);210 1St Ave S;Seattle;WA;98104;5247800130;7;DOWNTOWN;47.60035;-122.33379;1900;1;3;25450;0;25450;Hotel;Hotel;25450;99;19.79999924;19.39999962;62.20000076;60.79999924;503744.6875;2.573218854;0;147639.0938;503745;0;0;FALSE;Non-Compliant;3.51;0.14
2413;25567;2016;NonResidential;Warehouse;1109 N NORTHLAKE WAY;1109 N NORTHLAKE WAY;Seattle;WA;98103;4088804520;4;LAKE UNION;47.64793;-122.34358;1938;1;1;23050;0;23050;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;23050;27;20.20000076;21.10000038;63.59999847;66.30000305;466672.6875;2.572227575;0;136773.9063;466673;0;0;FALSE;Compliant;3.25;0.14
2415;25572;2016;NonResidential;Retail Store;PETCO;809 NE 45 STREET;Seattle;WA;98105;4092300005;4;NORTHEAST;47.66097;-122.3192;1930;1;1;46059;0;46059;Retail Store;Retail Store;46000;82;34.40000153;36;98.59999847;100.1999969;1582655.875;2.661685839;0;402718;1374074;2085.819824;208582;FALSE;Compliant;20.66;0.45
2416;25574;2016;Multifamily LR (1-4);Low-Rise Multifamily;Kelly Anne Apartments;816 NE 43rd St;Seattle;WA;98105;4092300140;4;NORTHEAST;47.65963;-122.31914;1986;1;3;32331;0;32331;Multifamily Housing, Parking;Multifamily Housing;23162;97;26;27.29999924;81.59999847;85.80000305;602148;2.592136529;0;176479.5;602148;0;0;FALSE;Compliant;4.2;0.13
2417;25576;2016;Multifamily LR (1-4);Low-Rise Multifamily;Campus View Apartments II;4328 7th Ave NE;Seattle;WA;98105;4092300345;4;NORTHEAST;47.6604;-122.32054;1988;1;4;40152;0;40152;Multifamily Housing;Multifamily Housing;21100;82;24.79999924;24.79999924;77.80000305;77.80000305;522880.0938;2.57772186;0;153247.4063;522880;0;0;FALSE;Compliant;3.65;0.09
2418;25577;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Campus View Apartments;4322 7th Ave NE;Seattle;WA;98105;4092300375;4;NORTHEAST;47.66001;-122.32052;1986;1;5;42189;0;42189;Multifamily Housing;Multifamily Housing;31756;80;30.5;30.5;95.59999847;95.59999847;967082;2.623366191;0;283435.5;967082;0;0;FALSE;Compliant;6.74;0.16
2419;25578;2016;Multifamily LR (1-4);Low-Rise Multifamily;Westwood APTS;4327 8th Avenue NE;Seattle;WA;98105;4092300460;4;NORTHEAST;47.66001;-122.32011;1985;1;4;84385;0;84385;Multifamily Housing;Multifamily Housing;84385;98;20.79999924;21.79999924;65.5;68.5;1759374.25;2.669046879;0;515643.0938;1759374;0;0;FALSE;Compliant;12.27;0.15
2420;25579;2016;Multifamily LR (1-4);Low-Rise Multifamily;Maplewood Apartments;4253 7th Ave NE;Seattle;WA;98105;4092300780;4;NORTHEAST;47.65911;-122.32119;1985;1;4;30964;0;30964;Multifamily Housing;Multifamily Housing;24000;95;23.89999962;25;75.19999695;78.5;574575.375;2.588132421;0;168398.4063;574575;0;0;FALSE;Compliant;4.01;0.13
2421;25580;2016;Multifamily LR (1-4);Low-Rise Multifamily;53453 - Apex Apartments;4233 7th Avenue NE;Seattle;WA;98105;4092300810;4;NORTHEAST;47.65864;-122.32109;1983;1;4;40090;0;40090;Multifamily Housing;Multifamily Housing;34380;98;26.79999924;29;84.19999695;91.09999847;921597.875;2.625613882;0;270104.9063;921598;0;0;FALSE;Compliant;6.42;0.16
2422;25582;2016;Multifamily LR (1-4);Low-Rise Multifamily;Shannon Apartments;4219 7th AVE NE;Seattle;WA;98105;4092300860;4;NORTHEAST;47.65809;-122.32117;1987;1;4;31034;0;31034;Multifamily Housing, Parking;Multifamily Housing;22176;92;30;31.29999924;94.09999847;98.19999695;664357.375;2.59896496;0;194712;664357;0;0;FALSE;Compliant;4.63;0.15
2423;25599;2016;Multifamily LR (1-4);Low-Rise Multifamily;Tremezzo Condominium;5000 30th AVE NE;Seattle;WA;98105;8679000000;4;NORTHEAST;47.66501;-122.29562;2000;1;3;29351;0;29351;Multifamily Housing;Multifamily Housing;29351;81;24.20000076;25.29999924;76;79.40000153;709979.6875;2.603980844;0;208083.0938;709980;0;0;FALSE;Compliant;4.95;0.17
2424;25603;2016;Multifamily MR (5-9);Mid-Rise Multifamily;TRIOCONDOS;3104 Western Avenue;Seattle;WA;98121;8684000000;7;DOWNTOWN;47.61798;-122.35603;2006;1;6;131500;22541;108959;Multifamily Housing, Parking;Multifamily Housing;113351;41;39;40.90000153;92.59999847;96.19999695;4423958;2.731126168;0;819963.8125;2797717;16262.40918;1626241;FALSE;Compliant;105.87;0.81
2425;25604;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Triton Terrace;507 W Mercer St;Seattle;WA;98119;8686000000;7;MAGNOLIA / QUEEN ANNE;47.62439;-122.36386;1963;1;8;29520;0;29520;Multifamily Housing;Multifamily Housing;24600;15;67.69999695;75.5;104.5;113.5999985;1665662.5;2.669623662;0;115283.5;393347;12723.15039;1272315;FALSE;Compliant;70.31;2.38
2426;25605;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Howard Park;4218 Stone Way N;Seattle;WA;98103;8690300040;4;LAKE UNION;47.65862;-122.34192;2008;1;5;36600;0;36600;Multifamily Housing;Multifamily Housing;30600;95;31.29999924;32.59999847;73.80000305;76.80000305;956958.875;2.625575906;0;175784.5;599777;3571.81958;357182;FALSE;Compliant;23.15;0.63
2427;25619;2016;Multifamily LR (1-4);Low-Rise Multifamily;CREST;1718 MELROSE AVE;Seattle;WA;98122;8725600030;3;EAST;47.61759;-122.32759;1988;1;4;54224;20059;34165;Multifamily Housing, Parking;Multifamily Housing;34165;66;38.79999924;40;121.8000031;125.6999969;1325597.625;2.648190704;0;388510.4063;1325598;0;0;FALSE;Compliant;9.24;0.17
2428;25620;2016;Multifamily LR (1-4);Low-Rise Multifamily;LAUREN RENEE (ID25620);312 E OLIVE PL;Seattle;WA;98122;8725600045;3;EAST;47.61721;-122.3271;1914;1;4;20928;0;20928;Multifamily Housing;Multifamily Housing;20928;83;44.90000153;49.59999847;71.59999847;76.5;939413.625;2.628456751;0;71862.70313;245196;6942.180176;694218;FALSE;Compliant;38.58;1.84
2430;25632;2016;Multifamily MR (5-9);Mid-Rise Multifamily;St. Theodore Apartments;6410 9th Ave NE;Seattle;WA;98115;9221400085;4;NORTHEAST;47.67539;-122.31843;1999;1;6;71510;23180;48330;Multifamily Housing, Parking;Multifamily Housing;43700;86;46.79999924;49.90000153;98.19999695;103.5999985;2043592.625;2.68070574;0;300795.3125;1026314;10172.79004;1017279;FALSE;Compliant;61.18;0.86
2431;25634;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Acton Apartments;920 NE 63rd St;Seattle;WA;98115;9221400410;4;NORTHEAST;47.67426;-122.3177;1992;1;5;30169;5668;24501;Multifamily Housing, Parking, Retail Store;Multifamily Housing;18728;100;16;16.70000076;50.29999924;52.5;392481.4063;2.559026659;0;115029.7031;392481;0;0;FALSE;Compliant;2.74;0.09
2432;25635;2016;NonResidential;Medical Office;Seattle Healing Arts;6300 9th Ave NE;Seattle;WA;98115;9221400445;4;NORTHEAST;47.67437;-122.3181;1970;1;2;23595;0;23595;Medical Office;Medical Office;23595;72;34.59999847;34.90000153;107.1999969;107.5;817409.625;2.611655458;0;234290.9063;799401;180.0899963;18009;FALSE;Compliant;6.53;0.28
2434;25641;2016;Multifamily LR (1-4);Low-Rise Multifamily;The Sedges at Piper Village;8623 Palatine Ave N;Seattle;WA;98103;9231900105;6;NORTHWEST;47.69159;-122.35732;2008;1;3;52626;0;52626;Multifamily Housing;Multifamily Housing;40727;58;26.60000038;27.70000076;83.59999847;86.90000153;1084474.875;2.634424483;0;317841.4063;1084475;0;0;FALSE;Compliant;7.56;0.14
2435;25643;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Verse Seattle;421 23rd Ave S;Seattle;WA;98144;9237500000;3;CENTRAL;47.59824;-122.30256;2000;1;5;70161;0;70161;Multifamily Housing;Multifamily Housing;77664;1;73;76.5;172.3999939;180.3000031;5669431;2.747145426;0;1042776.313;3557953;21114.7793;2111478;FALSE;Compliant;136.94;1.95
2436;25652;2016;Multifamily LR (1-4);Low-Rise Multifamily;West Beach-425;10203 47th AVE SW;Seattle;WA;98146;9263800000;1;SOUTHWEST;47.51169;-122.39435;1967;1;3;115819;0;115819;Multifamily Housing;Multifamily Housing;51200;1;70;74.59999847;175.6999969;189.8999939;3586479.25;2.718371131;0;733083.8125;2501282;10851.96973;1085197;FALSE;Compliant;75.07;0.65
2437;25655;2016;Multifamily MR (5-9);Mid-Rise Multifamily;The Seattle Quilt Building;318 1st Ave. S.;Seattle;WA;98104;5247800335;7;DOWNTOWN;47.59946;-122.3338;1905;1;7;50120;0;50120;Multifamily Housing, Office, Retail Store;Multifamily Housing;22853;76;30.79999924;33;96.90000153;103.5;1234813.25;2.645632731;0;361903;1234813;0;0;FALSE;Compliant;8.61;0.17
2438;25657;2016;NonResidential;Small- and Mid-Sized Office;Herman Blumenthal Building;122 South Jackson;Seattle;WA;98104;5247800350;7;DOWNTOWN;47.59938;-122.33328;1900;1;3;28142;0;28142;Office;Office;28142;96;30.10000038;32.40000153;64.19999695;66.19999695;847097.8125;2.619034442;340615.5938;121366.1016;414101;923.8099976;92381;FALSE;Compliant;34.08;1.21
2440;25659;2016;NonResidential;Small- and Mid-Sized Office;Union Trust Building;119 S. Main Street;Seattle;WA;98104;5247800360;7;DOWNTOWN;47.59979;-122.33318;1902;1;4;39030;0;39030;Office, Retail Store;Office;32001;99;18.39999962;20;47.70000076;49.29999924;713326.875;2.607010284;0;153675.7969;524342;1889.849976;188985;FALSE;Compliant;13.69;0.35
2441;25661;2016;NonResidential;Small- and Mid-Sized Office;Buttnick City Loan;206 1st Avenue South;Seattle;WA;98104;5247800380;7;DOWNTOWN;47.60071;-122.33377;1909;0;3;47215;0;47215;Office, Retail Store;Office;23659;58;45.5;46.40000153;131.6000061;135.1000061;2092696;2.679298461;0;468222.3125;1597575;9918.134766;991813;FALSE;Compliant;63.81;1.35
2447;25671;2016;NonResidential;Retail Store;Capital Hill;1525 11th Ave;Seattle;WA;98122;6003500420;3;EAST;47.61478;-122.31847;1916;1;2;36940;0;36940;Retail Store;Retail Store;36940;100;9.100000381;9.100000381;28.60000038;28.60000038;336745.4063;2.5437322;0;98694.39844;336745;0;0;FALSE;Compliant;2.35;0.06
2449;25673;2016;NonResidential;Retail Store;The Ford Building;1521 10th Ave;Seattle;WA;98122;6003500470;3;EAST;47.61466;-122.31984;1920;1;1;30240;0;30240;Restaurant, Retail Store;Retail Store;32205;78;38.40000153;40;107.6999969;108.3000031;1264626.875;2.645521507;0;311067.3125;1061362;2032.649902;203265;FALSE;Compliant;18.19;0.6
2451;25679;2016;Multifamily LR (1-4);Low-Rise Multifamily;Roosevelt Apartments;1729 12th Ave;Seattle;WA;98122;6003500665;3;EAST;47.61738;-122.31749;1925;1;3;36148;0;36148;Multifamily Housing, Parking;Multifamily Housing;29513;67;75;83.90000153;105.0999985;114.4000015;2214604.25;2.689380581;0;108774.7031;371139;18434.64844;1843465;FALSE;Compliant;100.49;2.78
